contig	start	end	gene_Name	gene_ID	transcript_ID	len_My	len_Sp	unqC_My	unqC_Sp	biAlC_My	biAlC_Sp	mulC_My	mulC_Sp	totalC_My	totalC_Sp
2	13043526	13046504	ARG1	AL2G27230	AL2G27230.t1	1752	1763	126	832	1538	1538	4	4	1668	2374
2	13057219	13059014	-	AL2G27240	AL2G27240.t1	1345	1345	0	0	2	2	0	0	2	2
2	13063559	13066253	-	AL2G27250	AL2G27250.t1	1411	1403	18	20	28	28	0	0	46	48
2	13067981	13070684	-	AL2G27260	AL2G27260.t1	2237	2239	354	422	700	712	0	0	1054	1134
2	13071792	13074764	-	AL2G27270	AL2G27270.t1	1894	1897	304	388	1466	1466	0	0	1770	1854
2	13077719	13084998	-	AL2G27280	AL2G27280.t1	2797	2797	220	2	86	86	0	0	306	88
2	13085994	13086634	-	AL2G27290	AL2G27290.t1	641	641	168	154	44	44	0	0	212	198
2	13089999	13091251	-	AL2G27300	AL2G27300.t1	1253	1247	26	40	10	10	0	0	36	50
2	13095244	13096004	-	AL2G27310	AL2G27310.t1	761	761	2	0	4	4	0	0	6	4
2	13105466	13107174	ATIPT1	AL2G27320	AL2G27320.t1	1698	1709	12	26	26	26	4	4	42	56
2	13114193	13115964	-	AL2G27330	AL2G27330.t1	1467	1474	580	484	1074	1074	0	0	1654	1558
2	13125440	13127304	JAG	AL2G27340	AL2G27340.t1	1059	1052	6	8	28	28	0	0	34	36
2	13140446	13142553	-	AL2G27350	AL2G27350.t1	1449	1447	868	802	2814	2814	46	46	3728	3662
2	13144706	13152201	-	AL2G27360	AL2G27360.t1	596	630	0	0	0	0	0	0	0	0
2	13155566	13156078	-	AL2G27370	AL2G27370.t1	548	513	200	166	68	44	38	18	306	228
2	13157516	13158106	-	AL2G27380	AL2G27380.t1	598	591	4	10	18	18	4	4	26	32
2	13162518	13163891	-	AL2G27390	AL2G27390.t1	972	973	0	0	0	0	0	0	0	0
2	13174106	13180057	-	AL2G27410	AL2G27410.t1	2871	2872	98	110	326	326	98	98	522	534
2	13179757	13185881	-	AL2G27420	AL2G27420.t1	1818	1827	110	76	912	920	146	146	1168	1142
2	13179757	13185881	-	AL2G27420	AL2G27420.t1	1818	1827	110	76	912	920	146	146	1168	1142
2	13188070	13190301	CUT1	AL2G27430	AL2G27430.t1	1878	1889	1170	864	4434	4434	0	0	5604	5298
2	13196866	13198235	-	AL2G27440	AL2G27440.t1	1140	1140	100	204	710	710	0	0	810	914
2	13199461	13201731	-	AL2G27450	AL2G27450.t1	1832	1836	1612	1440	616	620	0	0	2228	2060
2	13209659	13213401	ATXYL1	AL2G27460	AL2G27460.t1	3020	3019	6066	4984	5366	5374	12	20	11444	10378
2	13228056	13231790	-	AL2G27470	AL2G27470.t1	1960	1986	4156	2816	3962	3950	0	0	8118	6766
2	13237056	13240607	-	AL2G27480	AL2G27480.t1	2800	2803	284	284	2348	2348	0	0	2632	2632
2	13240766	13241748	-	AL2G27490	AL2G27490.t1	814	814	44	18	254	254	0	0	298	272
2	13241751	13242471	-	AL2G27500	AL2G27500.t1	642	643	1724	1428	1898	1898	2	2	3624	3328
2	13245827	13247748	-	AL2G27510	AL2G27510.t1	628	628	0	0	0	0	0	0	0	0
2	13249356	13253204	-	AL2G27520	AL2G27520.t1	2037	2032	1006	834	512	512	0	0	1518	1346
2	13253766	13254436	PCR11	AL2G27530	AL2G27530.t1	671	671	0	0	0	0	0	0	0	0
2	13256026	13257207	-	AL2G27540	AL2G27540.t1	1182	1182	44	28	56	56	0	0	100	84
2	13259236	13260340	-	AL2G27550	AL2G27550.t1	760	760	0	0	4	4	0	0	4	4
2	13259236	13260340	PAN	AL2G27550	AL2G27550.t1	760	760	0	0	4	4	0	0	4	4
2	13260446	13263221	PAN	AL2G27560	AL2G27560.t1	1494	1494	40	70	142	142	0	0	182	212
2	13275386	13277453	-	AL2G27570	AL2G27570.t1	992	990	430	522	520	520	0	0	950	1042
2	13277457	13279071	-	AL2G27580	AL2G27580.t1	783	783	400	342	310	306	0	0	710	648
2	13284146	13286093	-	AL2G27590	AL2G27590.t1	1479	1491	562	506	266	266	0	0	828	772
2	13288576	13290080	-	AL2G27600	AL2G27600.t1	676	681	470	540	568	552	0	0	1038	1092
2	13291456	13295784	-	AL2G27610	AL2G27610.t1	3225	3227	78	56	574	590	4	4	656	650
2	13296540	13302381	-	AL2G27620	AL2G27620.t1	4669	4664	302	192	1260	1260	0	0	1562	1452
2	13296540	13302381	-	AL2G27620	AL2G27620.t1	4669	4664	302	192	1260	1260	0	0	1562	1452
2	13316873	13321343	TADA	AL2G27630	AL2G27630.t1	3771	3768	112	162	2202	2202	32	32	2346	2396
2	13321603	13322547	AGP19	AL2G27640	AL2G27640.t1	860	860	38	38	1236	1236	8	8	1282	1282
2	13322550	13323498	-	AL2G27650	AL2G27650.t1	716	700	134	138	168	168	0	0	302	306
2	13324803	13325273	-	AL2G27660	AL2G27660.t1	309	309	0	0	30	30	0	0	30	30
2	13325826	13329878	-	AL2G27670	AL2G27670.t1	2621	2618	276	272	330	330	0	0	606	602
2	13338377	13343828	ATPPC4	AL2G27680	AL2G27680.t1	3348	3348	0	2	2	2	0	0	2	4
2	13344663	13345429	ATNUDT1	AL2G27690	AL2G27690.t1	695	693	1074	554	180	180	0	0	1254	734
2	13345601	13346148	IDA	AL2G27710	AL2G27710.t1	548	548	0	0	2	6	0	0	2	6
2	13348414	13350138	-	AL2G27720	AL2G27720.t1	1532	1532	100	18	66	66	0	0	166	84
2	13350913	13352359	-	AL2G27730	AL2G27730.t1	779	779	300	0	548	548	0	0	848	548
2	13353416	13358228	LINC3	AL2G27740	AL2G27740.t1	3594	3588	718	600	876	868	2	2	1596	1470
2	13360489	13361118	CLE12	AL2G27750	AL2G27750.t1	630	630	40	42	70	70	0	0	110	112
2	13369455	13370998	BRC2	AL2G27760	AL2G27760.t1	1467	1460	0	0	30	20	46	46	76	66
2	13369455	13370998	BRC2	AL2G27760	AL2G27760.t2	1449	1442	0	0	30	20	46	46	76	66
2	13388773	13390740	-	AL2G27770	AL2G27770.t1	1474	1478	964	808	192	196	0	0	1156	1004
2	13394613	13398169	-	AL2G27780	AL2G27780.t1	1856	1847	326	404	1500	1420	106	106	1932	1930
2	13399857	13400388	-	AL2G27790	AL2G27790.t1	533	533	0	0	0	0	0	0	0	0
2	13402967	13406148	STN7	AL2G27800	AL2G27800.t1	2049	2049	172	190	962	966	0	0	1134	1156
2	13409303	13415397	RAV2	AL2G27810	AL2G27810.t1	1369	1370	168	106	82	86	0	0	250	192
2	13416120	13417208	-	AL2G27820	AL2G27820.t1	785	780	0	0	0	0	0	0	0	0
2	13420303	13422180	-	AL2G27830	AL2G27830.t1	1297	1299	0	0	0	0	0	0	0	0
2	13427058	13428618	-	AL2G27840	AL2G27840.t1	1171	1169	174	242	8	8	0	0	182	250
2	13432793	13433578	ATSOFL2	AL2G27860	AL2G27860.t1	786	811	84	268	48	44	4	4	136	316
2	13433596	13435518	-	AL2G27870	AL2G27870.t1	837	837	30	24	14	14	0	0	44	38
2	13436153	13436846	-	AL2G27880	AL2G27880.t1	699	695	0	0	2	2	0	0	2	2
2	13437246	13437778	-	AL2G27890	AL2G27890.t1	367	367	0	0	0	0	0	0	0	0
2	13440351	13441078	AtbZIP	AL2G27900	AL2G27900.t1	731	728	0	6	2	2	0	0	2	8
2	13443353	13454294	-	AL2G27910	AL2G27910.t1	5720	5722	0	0	928	676	656	652	1584	1328
2	13443353	13454294	-	AL2G27910	AL2G27910.t2	5741	5743	0	0	932	680	656	652	1588	1332
2	13454833	13455918	-	AL2G27930	AL2G27930.t1	686	686	0	0	2	2	0	0	2	2
2	13456082	13459368	WIT2	AL2G27940	AL2G27940.t2	2266	2268	0	0	178	188	838	838	1016	1026
2	13456082	13459368	WIT2	AL2G27940	AL2G27940.t1	2262	2264	0	0	172	182	838	838	1010	1020
2	13463093	13465897	-	AL2G27950	AL2G27950.t1	2206	2205	258	324	816	804	12	12	1086	1140
2	13467853	13470533	-	AL2G27960	AL2G27960.t1	2590	2590	30	8	28	28	0	0	58	36
2	13470624	13474668	-	AL2G27970	AL2G27970.t1	3781	3779	104	16	144	144	0	0	248	160
2	13470624	13474668	-	AL2G27970	AL2G27970.t1	3781	3779	104	16	144	144	0	0	248	160
2	13476403	13478046	-	AL2G27980	AL2G27980.t1	912	937	0	0	0	0	0	0	0	0
2	13494351	13497872	-	AL2G28000	AL2G28000.t1	2437	2437	0	0	6	6	0	0	6	6
2	13501247	13502612	-	AL2G28010	AL2G28010.t1	1281	1278	2	28	0	0	0	0	2	28
2	13505957	13508238	-	AL2G28030	AL2G28030.t1	2282	2282	44	64	402	402	0	0	446	466
2	13508246	13514012	MGP3	AL2G28040	AL2G28040.t1	3459	3447	654	442	628	628	0	0	1282	1070
2	13515777	13517795	BIM2	AL2G28060	AL2G28060.t1	1256	1253	412	522	700	688	12	12	1124	1222
2	13517799	13521312	BIM2	AL2G28070	AL2G28070.t1	2516	2525	608	664	182	186	0	0	790	850
2	13517799	13521312	-	AL2G28070	AL2G28070.t1	2516	2525	608	664	182	186	0	0	790	850
2	13521363	13523572	-	AL2G28080	AL2G28080.t1	1260	1262	776	838	1076	1068	12	10	1864	1916
2	13539757	13542367	ACR4	AL2G28090	AL2G28090.t1	1701	1701	38	140	992	992	2	4	1032	1136
2	13549877	13550441	-	AL2G28100	AL2G28100.t1	562	557	98	58	0	0	0	6	98	64
2	13552187	13555101	-	AL2G28110	AL2G28110.t1	2218	2218	230	222	480	488	0	0	710	710
2	13555104	13559242	-	AL2G28120	AL2G28120.t1	2892	2891	564	594	1570	1574	4	4	2138	2172
2	13555104	13559242	-	AL2G28120	AL2G28120.t1	2892	2891	564	594	1570	1574	4	4	2138	2172
2	13559733	13561332	-	AL2G28130	AL2G28130.t1	1089	1085	168	108	100	108	0	0	268	216
2	13562675	13564212	-	AL2G28140	AL2G28140.t1	1239	1239	104	0	122	122	0	0	226	122
2	13564327	13565492	-	AL2G28150	AL2G28150.t1	680	680	0	0	2	2	0	0	2	2
2	13570310	13571862	-	AL2G28170	AL2G28170.t1	1212	1212	0	0	0	0	0	0	0	0
2	13570310	13571862	-	AL2G28170	AL2G28170.t1	1212	1212	0	0	0	0	0	0	0	0
2	13573220	13577292	AP1	AL2G28180	AL2G28180.t1	1161	1161	18	34	26	26	0	0	44	60
2	13583483	13587382	-	AL2G28200	AL2G28200.t1	493	493	0	0	0	0	0	0	0	0
2	13587987	13588603	-	AL2G28210	AL2G28210.t1	599	615	16	38	44	64	2	2	62	104
2	13593457	13594282	-	AL2G28230	AL2G28230.t1	826	826	0	68	158	162	6	6	164	236
2	13603849	13606062	-	AL2G28240	AL2G28240.t1	1748	1750	0	0	6	6	0	0	6	6
2	13617137	13618403	-	AL2G28250	AL2G28250.t1	1267	1267	162	52	154	154	0	0	316	206
2	13624657	13626716	-	AL2G28260	AL2G28260.t1	1881	1878	510	320	276	276	0	0	786	596
2	13626938	13628502	CRC	AL2G28270	AL2G28270.t1	891	891	44	20	96	96	0	0	140	116
2	13634251	13635822	-	AL2G28280	AL2G28280.t1	1574	1578	0	0	0	0	0	0	0	0
2	13634652	13635822	-	AL2G28280	AL2G28280.t2	1088	1088	0	0	0	0	0	0	0	0
2	13637667	13640261	FLN2	AL2G28290	AL2G28290.t1	2084	2084	94	140	966	966	0	0	1060	1106
2	13640270	13641992	FLN2	AL2G28300	AL2G28300.t1	1097	1097	30	70	496	496	0	0	526	566
2	13640270	13641992	SIK1	AL2G28300	AL2G28300.t1	1097	1097	30	70	496	496	0	0	526	566
2	13642074	13648322	SIK1	AL2G28310	AL2G28310.t1	2675	2675	222	188	2120	2120	8	8	2350	2316
2	13648686	13650052	SP1L2	AL2G28320	AL2G28320.t1	663	665	206	70	792	792	0	0	998	862
2	13650243	13652492	ATMES15	AL2G28330	AL2G28330.t1	1552	1552	0	0	0	0	0	0	0	0
2	13657924	13660778	-	AL2G28340	AL2G28340.t1	1744	1744	346	388	1076	1072	0	0	1422	1460
2	13664774	13666298	AFP1	AL2G28350	AL2G28350.t1	1315	1315	56	78	214	214	0	0	270	292
2	13666303	13668329	RPK1	AL2G28360	AL2G28360.t1	2027	2022	278	320	500	524	0	8	778	852
2	13670908	13672909	-	AL2G28370	AL2G28370.t1	1400	1399	14	4	212	212	0	0	226	216
2	13672745	13675369	-	AL2G28380	AL2G28380.t1	2625	2625	184	108	168	168	4	4	356	280
2	13676118	13677969	PDCB4	AL2G28400	AL2G28400.t1	1149	1154	2654	3244	3588	3468	14	16	6256	6728
2	13681401	13684999	WRKY57	AL2G28410	AL2G28410.t1	1491	1481	188	304	406	398	0	0	594	702
2	13689604	13690248	-	AL2G28420	AL2G28420.t1	645	643	0	4	4	4	0	0	4	8
2	13692774	13693418	-	AL2G28430	AL2G28430.t1	474	474	24	18	124	124	4	4	152	146
2	13693429	13695099	-	AL2G28440	AL2G28440.t1	1329	1329	144	226	510	510	0	0	654	736
2	13695824	13699886	-	AL2G28450	AL2G28450.t1	2128	2128	0	56	1734	1734	0	0	1734	1790
2	13695824	13699886	-	AL2G28450	AL2G28450.t1	2128	2128	0	56	1734	1734	0	0	1734	1790
2	13699954	13702430	-	AL2G28460	AL2G28460.t1	2477	2477	6	28	68	68	0	0	74	96
2	13702432	13706569	-	AL2G28470	AL2G28470.t1	3323	3276	4	330	508	512	0	0	512	842
2	13721634	13723451	CM3	AL2G28480	AL2G28480.t1	1185	1185	224	130	974	974	0	0	1198	1104
2	13721634	13723451	-	AL2G28480	AL2G28480.t1	1185	1185	224	130	974	974	0	0	1198	1104
2	13723455	13725919	-	AL2G28490	AL2G28490.t1	1322	1322	120	100	466	466	0	0	586	566
2	13728634	13730258	ATMINE1	AL2G28500	AL2G28500.t1	939	939	858	666	916	916	0	0	1774	1582
2	13732764	13735169	-	AL2G28510	AL2G28510.t1	1277	1277	94	84	74	74	0	0	168	158
2	13735404	13736627	ATELF5A-3	AL2G28520	AL2G28520.t1	775	775	1016	1238	1684	1692	0	0	2700	2930
2	13740014	13743804	-	AL2G28530	AL2G28530.t1	2504	2514	1478	406	5462	5422	48	36	6988	5864
2	13744464	13745987	-	AL2G28540	AL2G28540.t1	1524	1524	26	18	168	168	0	0	194	186
2	13748293	13752009	AGO7	AL2G28550	AL2G28550.t1	3210	3213	0	124	588	588	0	0	588	712
2	13753856	13757569	-	AL2G28560	AL2G28560.t1	2847	2854	128	230	492	496	0	0	620	726
2	13757986	13759509	-	AL2G28570	AL2G28570.t1	1070	1070	1438	1266	834	834	0	0	2272	2100
2	13759774	13760310	-	AL2G28580	AL2G28580.t1	537	537	0	0	0	0	0	0	0	0
2	13760333	13764489	-	AL2G28590	AL2G28590.t1	2776	2775	0	0	122	202	292	292	414	494
2	13760333	13764489	-	AL2G28590	AL2G28590.t2	2896	2895	0	0	172	252	292	292	464	544
2	13764538	13765939	-	AL2G28600	AL2G28600.t1	686	684	40	52	84	84	0	0	124	136
2	13770464	13771693	NAP	AL2G28610	AL2G28610.t1	1042	1042	2	0	38	38	0	0	40	38
2	13772264	13774404	CYP704B1	AL2G28620	AL2G28620.t1	1759	1767	0	0	0	0	0	0	0	0
2	13774784	13776378	-	AL2G28630	AL2G28630.t1	818	818	408	348	8318	8318	0	0	8726	8666
2	13776434	13778151	-	AL2G28640	AL2G28640.t1	1158	1158	178	274	630	630	0	0	808	904
2	13783444	13785334	-	AL2G28650	AL2G28650.t1	1302	1302	8	44	122	122	0	0	130	166
2	13785434	13788904	-	AL2G28660	AL2G28660.t4	1979	1972	0	0	102	112	172	164	274	276
2	13785434	13787052	-	AL2G28660	AL2G28660.t5	1128	1116	0	0	2	4	118	126	120	130
2	13785504	13787052	-	AL2G28660	AL2G28660.t2	1062	1050	0	0	0	2	118	126	118	128
2	13785504	13787052	-	AL2G28660	AL2G28660.t1	1055	1043	0	0	0	2	116	126	116	128
2	13787154	13788904	-	AL2G28660	AL2G28660.t3	1194	1194	12	16	102	110	70	70	184	196
2	13821591	13823163	ATEXPA1	AL2G28670	AL2G28670.t1	1277	1277	146	2	2392	2392	4	4	2542	2398
2	13825687	13827776	AGL94	AL2G28680	AL2G28680.t1	1273	1273	0	0	0	0	0	0	0	0
2	13828335	13831656	-	AL2G28690	AL2G28690.t1	2736	2736	2	10	56	56	0	0	58	66
2	13835861	13837293	MYB105	AL2G28700	AL2G28700.t1	1268	1268	2	0	6	6	0	0	8	6
2	13840412	13842436	-	AL2G28710	AL2G28710.t1	1503	1506	232	134	392	392	0	0	624	526
2	13859791	13861648	-	AL2G28720	AL2G28720.t2	1363	1372	0	0	348	270	1308	1312	1656	1582
2	13859791	13861648	-	AL2G28720	AL2G28720.t1	1360	1369	0	0	336	258	1308	1312	1644	1570
2	13863733	13867456	CLE45	AL2G28730	AL2G28730.t1	1007	1003	34	28	30	26	0	0	64	54
2	13871261	13872197	ZFHD1	AL2G28760	AL2G28760.t1	937	937	96	74	254	254	0	0	350	328
2	13876561	13879208	-	AL2G28770	AL2G28770.t2	2108	2120	0	0	68	100	110	110	178	210
2	13876561	13879208	-	AL2G28770	AL2G28770.t1	2119	2131	0	0	68	100	110	110	178	210
2	13879751	13881165	RPL34	AL2G28780	AL2G28780.t1	610	609	0	0	0	0	13900	13286	13900	13286
2	13879751	13881165	RPL34	AL2G28780	AL2G28780.t3	1148	1147	0	0	94	26	14074	13460	14168	13486
2	13879751	13881165	RPL34	AL2G28780	AL2G28780.t2	1306	1305	294	384	272	204	14074	13460	14640	14048
2	13881647	13883176	-	AL2G28790	AL2G28790.t1	1356	1356	0	0	0	0	0	0	0	0
2	13883396	13884786	-	AL2G28800	AL2G28800.t1	1298	1304	0	2	0	0	0	0	0	2
2	13885125	13887306	SBH1	AL2G28810	AL2G28810.t1	1346	1347	240	212	1870	1914	0	0	2110	2126
2	13892260	13894026	-	AL2G28820	AL2G28820.t1	1003	1010	0	0	0	0	0	0	0	0
2	13892260	13894026	-	AL2G28820	AL2G28820.t2	654	661	0	0	0	0	0	0	0	0
2	13896273	13898696	CUL3B	AL2G28840	AL2G28840.t1	2372	2354	20	24	22	22	0	0	42	46
2	13898991	13901185	-	AL2G28850	AL2G28850.t1	879	879	212	192	500	500	0	0	712	692
2	13919481	13921106	-	AL2G28860	AL2G28860.t1	1630	1630	1348	1498	2116	2132	24	24	3488	3654
2	13924591	13926118	ATHVA22C	AL2G28870	AL2G28870.t1	780	780	1242	1358	4226	4226	0	0	5468	5584
2	13926581	13931226	-	AL2G28880	AL2G28880.t1	3658	3658	40	86	676	676	12	12	728	774
2	13931501	13933072	HO3	AL2G28890	AL2G28890.t1	965	965	0	0	0	0	0	0	0	0
2	13933230	13936336	-	AL2G28900	AL2G28900.t1	2503	2502	282	72	50	46	0	0	332	118
2	13936511	13939510	HEMB1	AL2G28910	AL2G28910.t1	1694	1714	898	558	1890	1898	4	4	2792	2460
2	13939831	13941375	SAG24	AL2G28920	AL2G28920.t2	978	983	74	56	846	812	10580	10580	11500	11448
2	13939831	13941375	SAG24	AL2G28920	AL2G28920.t1	899	899	0	0	828	794	10580	10580	11408	11374
2	13952050	13952916	-	AL2G28940	AL2G28940.t1	867	867	0	0	1362	1362	0	0	1362	1362
2	13962947	13964146	-	AL2G28950	AL2G28950.t1	1101	1101	0	0	58	58	0	0	58	58
2	13964694	13970116	CMT3	AL2G28960	AL2G28960.t1	2784	2811	846	910	888	888	2	2	1736	1800
2	13976486	13977596	-	AL2G28970	AL2G28970.t1	879	879	0	0	96	96	0	0	96	96
2	13980081	13981863	ATHB13	AL2G28980	AL2G28980.t1	1347	1347	190	250	2780	2780	8	8	2978	3038
2	13993178	13995503	-	AL2G28990	AL2G28990.t1	1534	1532	92	102	86	86	0	0	178	188
2	14006833	14008173	-	AL2G29060	AL2G29060.t1	645	645	20	46	28	28	0	0	48	74
2	14008239	14010163	-	AL2G29070	AL2G29070.t1	1626	1626	200	320	348	348	0	0	548	668
2	14011367	14013603	WRKY36	AL2G29080	AL2G29080.t1	1435	1429	14	36	8	8	0	0	22	44
2	14021935	14022703	GGT3	AL2G29090	AL2G29090.t1	591	590	0	2	0	0	0	0	0	2
2	14032036	14036813	ATAMY3	AL2G29120	AL2G29120.t1	3006	2978	3898	2548	8586	8574	6	6	12490	11128
2	14039509	14041673	-	AL2G29130	AL2G29130.t1	1280	1280	620	790	552	552	0	0	1172	1342
2	14042499	14046643	ATNRT1:2	AL2G29140	AL2G29140.t1	2110	2123	498	482	496	496	0	0	994	978
2	14052518	14055812	-	AL2G29150	AL2G29150.t1	1530	1530	0	0	0	0	0	0	0	0
2	14055956	14059133	-	AL2G29160	AL2G29160.t1	2114	2114	0	0	0	0	0	0	0	0
2	14126548	14127903	SHW1	AL2G29180	AL2G29180.t1	835	832	238	208	10	10	0	0	248	218
2	14128058	14130481	-	AL2G29190	AL2G29190.t1	2293	2293	80	68	690	690	0	0	770	758
2	14130509	14132403	PP2A	AL2G29200	AL2G29200.t1	1247	1247	116	112	1684	1684	0	0	1800	1796
2	14135483	14137373	CLE26	AL2G29210	AL2G29210.t1	740	739	204	230	338	338	0	0	542	568
2	14141041	14142323	-	AL2G29220	AL2G29220.t1	867	867	122	114	752	752	4	4	878	870
2	14144812	14147093	-	AL2G29230	AL2G29230.t1	2282	2282	2	6	22	22	0	0	24	28
2	14148734	14150233	-	AL2G29240	AL2G29240.t1	1330	1330	84	64	1328	1328	36	36	1448	1428
2	14168698	14169912	-	AL2G29270	AL2G29270.t1	683	683	0	0	0	0	0	0	0	0
2	14179158	14182573	-	AL2G29280	AL2G29280.t1	1178	1178	0	0	0	0	0	0	0	0
2	14179158	14182573	-	AL2G29280	AL2G29280.t1	1178	1178	0	0	0	0	0	0	0	0
2	14179158	14182573	-	AL2G29280	AL2G29280.t1	1178	1178	0	0	0	0	0	0	0	0
2	14187018	14193832	SNL4	AL2G29300	AL2G29300.t1	4516	4525	1218	1298	576	576	0	0	1794	1874
2	14194728	14197325	-	AL2G29310	AL2G29310.t1	1385	1385	0	0	0	0	0	0	0	0
2	14194728	14197325	-	AL2G29310	AL2G29310.t1	1385	1385	0	0	0	0	0	0	0	0
2	14197329	14202123	EMB25	AL2G29320	AL2G29320.t1	4127	4125	848	698	2392	2380	6	0	3246	3078
2	14197329	14202123	-	AL2G29320	AL2G29320.t1	4127	4125	848	698	2392	2380	6	0	3246	3078
2	14202218	14203333	-	AL2G29330	AL2G29330.t1	545	553	0	2	26	26	2	4	28	32
2	14205938	14207648	GATL9	AL2G29340	AL2G29340.t1	1711	1711	1164	958	1412	1408	2	4	2578	2370
2	14209058	14211842	-	AL2G29350	AL2G29350.t1	1889	1895	110	208	618	618	32	32	760	858
2	14211877	14215103	-	AL2G29360	AL2G29360.t1	2111	2109	54	234	64	64	0	0	118	298
2	14226386	14228723	ATFH8	AL2G29410	AL2G29410.t1	2283	2271	18	38	64	64	0	0	82	102
2	14234438	14237268	-	AL2G29430	AL2G29430.t1	1449	1440	84	112	104	108	4	2	192	222
2	14237508	14240102	-	AL2G29440	AL2G29440.t1	1932	1927	368	440	3544	3556	14	18	3926	4014
2	14240648	14242542	MMP	AL2G29450	AL2G29450.t1	1895	1895	20	14	22	22	0	0	42	36
2	14245048	14247941	-	AL2G29460	AL2G29460.t1	1993	1993	296	172	1166	1166	4	2	1466	1340
2	14248460	14249073	-	AL2G29470	AL2G29470.t1	615	614	18	10	4	4	0	0	22	14
2	14251638	14252639	-	AL2G29480	AL2G29480.t1	996	1002	622	512	206	210	0	0	828	722
2	14252682	14253093	-	AL2G29490	AL2G29490.t1	412	418	0	0	0	0	0	0	0	0
2	14253173	14255343	-	AL2G29500	AL2G29500.t1	1906	1918	766	896	250	246	16	16	1032	1158
2	14263448	14266384	CYCD1;1	AL2G29510	AL2G29510.t1	1984	1987	752	418	608	604	4	4	1364	1026
2	14270010	14271803	-	AL2G29520	AL2G29520.t1	840	840	214	92	262	254	4	4	480	350
2	14275398	14276996	TBL27	AL2G29530	AL2G29530.t1	1521	1520	92	142	92	92	0	0	184	234
2	14279308	14282915	-	AL2G29540	AL2G29540.t1	2695	2718	0	0	0	230	100	100	100	330
2	14279308	14282915	-	AL2G29540	AL2G29540.t2	2707	2730	0	2	0	230	100	100	100	332
2	14283311	14285983	-	AL2G29550	AL2G29550.t1	1571	1571	96	12	412	412	0	0	508	424
2	14297928	14298414	-	AL2G29560	AL2G29560.t1	487	487	0	0	22	22	0	0	22	22
2	14298945	14299293	-	AL2G29570	AL2G29570.t1	349	349	0	0	0	0	0	0	0	0
2	14300296	14303103	-	AL2G29580	AL2G29580.t1	1908	1908	874	1282	1272	1280	4	4	2150	2566
2	14307263	14310813	ATTPS8	AL2G29590	AL2G29590.t1	2946	2946	12	14	50	50	0	0	62	64
2	14316515	14320313	KUP6	AL2G29600	AL2G29600.t1	2721	2720	304	124	266	266	0	0	570	390
2	14326087	14328293	SPDS2	AL2G29610	AL2G29610.t1	1297	1297	700	496	2228	2228	0	0	2928	2724
2	14333128	14333863	-	AL2G29620	AL2G29620.t1	736	741	14	6	300	300	0	0	314	306
2	14341638	14342373	-	AL2G29630	AL2G29630.t1	736	736	0	0	2	2	0	0	2	2
2	14344528	14346255	ENT1	AL2G29640	AL2G29640.t1	1620	1624	418	320	1166	1170	4	4	1588	1494
2	14346263	14348183	ENT1	AL2G29650	AL2G29650.t1	1630	1630	66	254	334	334	0	0	400	588
2	14346263	14348183	-	AL2G29650	AL2G29650.t1	1630	1630	66	254	334	334	0	0	400	588
2	14350064	14351303	-	AL2G29660	AL2G29660.t1	583	581	264	230	192	192	0	0	456	422
2	14355337	14357603	PG2	AL2G29680	AL2G29680.t1	2128	2129	6326	5594	2960	2960	4	4	9290	8558
2	14374819	14376383	-	AL2G29690	AL2G29690.t1	1517	1565	4	20	34	34	0	0	38	54
2	14383135	14384423	-	AL2G29700	AL2G29700.t1	1207	1206	0	0	10	10	0	0	10	10
2	14385669	14388363	-	AL2G29710	AL2G29710.t1	1922	1922	0	0	0	0	0	0	0	0
2	14387034	14388363	-	AL2G29710	AL2G29710.t2	1330	1330	0	0	0	0	0	0	0	0
2	14391019	14393793	-	AL2G29730	AL2G29730.t1	1922	1922	0	0	0	0	0	0	0	0
2	14391019	14393793	-	AL2G29730	AL2G29730.t1	1922	1922	0	0	0	0	0	0	0	0
2	14401428	14403086	-	AL2G29760	AL2G29760.t1	1599	1603	0	0	14	14	0	0	14	14
2	14403661	14407093	-	AL2G29770	AL2G29770.t1	1511	1504	0	0	0	0	0	0	0	0
2	14405283	14407093	-	AL2G29770	AL2G29770.t2	856	856	0	0	0	0	0	0	0	0
2	14408402	14413713	ATBCA4	AL2G29780	AL2G29780.t1	1668	1671	14	100	650	650	0	0	664	750
2	14418070	14419073	-	AL2G29790	AL2G29790.t1	1010	995	240	192	92	88	0	0	332	280
2	14429178	14432969	-	AL2G29800	AL2G29800.t1	2322	2317	112	92	206	206	0	0	318	298
2	14433026	14434693	SRO3	AL2G29810	AL2G29810.t1	1225	1225	4	4	8	8	0	0	12	12
2	14442877	14443703	-	AL2G29840	AL2G29840.t1	827	829	122	366	442	442	0	0	564	808
2	14445728	14447730	-	AL2G29850	AL2G29850.t1	1445	1444	720	612	206	210	8	8	934	830
2	14447732	14449673	-	AL2G29860	AL2G29860.t1	1081	1082	16	8	2478	2556	12746	12908	15240	15472
2	14447732	14449673	-	AL2G29860	AL2G29860.t2	1001	1001	0	0	2448	2526	12746	12908	15194	15434
2	14455858	14458333	-	AL2G29890	AL2G29890.t1	1333	1334	66	52	142	80	316	316	524	448
2	14455858	14458333	-	AL2G29890	AL2G29890.t2	1288	1289	0	0	142	80	316	316	458	396
