Gene stable ID	Gene name
AT1G74860	
AT4G38010	PCMP-E45
AT3G44220	
AT5G66320	GATA5
AT1G54770	
AT1G28550	RABA1I
AT2G16575	
AT1G29750	RKF1
AT5G14250	CSN3
AT3G47480	CML47
AT3G22425	HISN5A
AT5G51260	
AT2G04660	APC2
AT2G40290	
AT4G27510	
AT4G20430	SBT2.2
AT1G26800	
AT4G16095	
AT5G48710	SUMO4
AT1G76050	
AT1G77210	STP14
AT4G14800	PBD2
AT5G56710	RPL31C
AT4G06676	
AT3G54030	
AT4G16590	ATCSLA01
AT1G74590	GSTU10
AT1G13350	
AT3G48550	
AT2G46200	SNRNP59
AT4G38500	
AT1G77670	
AT2G14270	
AT5G48220	
AT3G18780	ACT2
AT3G59030	DTX41
AT4G11700	
AT5G61740	ABCA10
AT4G09030	AGP10
AT1G64980	
AT5G10290	
AT4G07410	
AT2G02710	TLP1
AT1G25500	
AT1G75000	
AT5G06930	
AT1G60850	ATRPAC42
AT2G27200	LSG1-1
AT3G10985	SAG20
AT5G41730	
AT1G21130	IGMT4
AT1G04500	
AT3G58840	PMD1
AT3G62630	
AT3G52980	
AT2G24980	
AT5G39250	
AT1G18030	
AT2G24630	CSLC8
ATCG01010	NDHF
AT1G03395	
AT4G29640	CDA5
AT3G18200	
AT1G21560	
AT1G20696	HMGB3
AT2G30130	LBD12
AT3G48220	
AT4G18270	ATTRANS 11
AT3G20030	
AT3G24340	CLSY4
AT5G56020	
AT1G74510	
AT3G56470	
AT5G14070	GRXC8
AT1G43000	
AT2G02060	
AT2G24880	
AT1G08480	SDH6
AT5G52740	HIPP12
AT5G47320	RPS19
AT3G02050	POT4
AT1G78080	RAP2-4
AT1G02475	
AT3G13065	SRF4
AT4G26990	
AT1G55070	
AT1G32470	GDH3
AT1G71440	TFCE
AT5G52550	
AT3G45252	
AT5G20260	
AT4G10265	
AT1G55090	
AT5G45455	
AT3G03860	APRL5
AT2G36400	GRF3
AT5G67320	HOS15
AT1G01770	
AT3G44430	
AT4G13060	
AT5G24540	BGLU31
AT3G59845	
AT1G72550	
AT4G18940	
AT2G02520	
AT5G64980	
AT5G09850	MED26C
AT2G28760	UXS6
AT5G20840	SAC4
AT1G73460	
AT1G36730	
AT4G01360	
AT1G25290	RBL10
AT3G48810	
AT1G69580	
AT3G08030	
AT2G12462	
AT4G18060	SH3P3
AT5G53280	PDV1
AT2G39445	
AT2G33270	ACHT3
AT4G35880	
AT5G49460	ACLB-2
AT1G22970	
AT3G29720	
AT1G74600	PCMP-E69
AT2G20750	EXPB1
AT2G05050	
AT5G16460	SEI1
AT1G66320	
AT1G12700	
AT4G32320	APX6
AT1G60230	
AT2G42750	
AT5G01890	PXC2
AT4G25350	PHO1-H4
AT5G42250	
AT1G69818	
AT1G16590	REV7
AT1G66440	
AT5G58940	CRCK1
AT4G30720	
AT3G60990	
AT5G35338	MBD12
AT1G63030	DREB1E
AT1G62670	RPF2
AT1G09440	
AT2G07641	
AT3G49470	NACA2
AT5G42146	
AT1G43605	
AT3G62140	
AT1G07270	CDC6B
AT1G30550	
AT3G01680	SEOB
AT3G29760	
AT5G58003	CPL4
AT4G37580	HLS1
AT5G42290	
AT3G61780	emb1703
AT4G15540	
AT3G29638	
AT2G06200	AtGRF6
AT1G42980	FH12
AT3G03280	
AT4G25100	FSD1
AT5G13320	PBS3
AT2G44110	MLO15
AT1G12910	LWD1
AT1G64455	
AT3G21620	
AT5G40560	DEGP13
AT1G76970	
AT1G20580	SMD3B
AT5G37790	
AT1G28660	
AT2G01554	
AT2G26320	AGL33
AT1G62515	
AT1G32250	CML17
AT1G03090	MCCA
AT5G26751	ASK1
AT2G18900	
AT2G30470	VAL1
AT1G55460	KIN17
AT5G02960	RPS23B
AT5G67240	SDN3
AT5G66340	
AT3G23060	
AT4G39420	
AT4G32850	nPAP
AT5G15680	
ATMG00770	ORF100B
AT5G05420	FKBP15-3
AT1G29450	SAUR64
AT3G28922	
AT1G74620	
AT1G04120	ABCC5
AT2G17750	NIP1
AT4G21030	DOF4.2
AT1G48920	NUCL1
AT1G65681	EXPB6
AT1G73980	
AT5G43320	CKL8
AT2G39850	SBT4.1
AT5G65030	
AT5G62040	BFT
AT1G64350	SEH1
AT3G21055	PSBTN
AT3G22235	
AT4G10540	SBT3.8
AT4G14301	
AT1G69420	PAT22
AT3G25700	
AT2G03550	CXE7
AT4G16570	PRMT16
AT1G26570	UGD1
AT1G18150	MPK8
AT5G13670	
AT3G52090	NRPB11
AT5G27493	
AT1G69980	
AT3G22100	BHLH117
AT1G27940	ABCB13
AT1G27090	
AT4G34840	MTN2
AT1G71110	
AT1G19630	CYP722A1
AT4G11220	RTNLB2
AT5G14880	POT8
AT2G40116	PLC6
AT1G32950	SBT3.4
AT3G23630	IPT7
AT5G61630	
AT5G27600	LACS7
AT3G20670	HTA13
AT1G50640	ERF3
AT1G54920	
AT2G32290	BAM6
AT1G03890	CRD
AT2G21220	
AT4G35725	
AT5G61760	IPK2B
AT4G28640	IAA11
AT5G47550	CYS5
AT2G29900	PS2
AT3G09660	MCM8
AT5G13180	NAC083
AT4G32780	
AT2G27145	LCR9
AT1G10770	
AT5G58720	PIPC
AT5G63340	
AT2G42980	
AT2G39760	BPM3
AT4G27430	CIP7
AT3G57400	
AT3G07680	
AT1G18010	
AT3G02242	
AT2G26530	AR781
AT2G41860	CPK14
AT1G48220	
AT4G35025	
AT3G23270	
AT1G63310	
AT3G44970	
AT1G01150	
AT5G25265	HPAT1
AT1G01500	
AT2G20350	ERF120
AT5G23790	GOLS5
AT5G01450	
AT2G35555	
AT4G16720	RPL15A
AT5G07370	IPK2A
AT3G61920	
AT5G20660	
AT5G15410	CNGC2
AT4G05150	
AT5G19540	
AT1G80600	WIN1
AT1G05260	PER3
AT5G24050	
AT2G32360	
AT3G05880	RCI2A
AT1G51790	
AT3G22420	WNK2
AT4G33020	ZIP9
AT4G15020	
AT1G09815	POLD4
AT1G66880	
AT5G49610	
AT1G20320	
AT2G01330	AIP1-1
AT3G02910	
AT2G27430	
AT2G02148	
AT2G20835	
AT4G30420	
AT1G01510	AN
AT2G02440	
AT3G45920	
AT5G19290	
AT1G18800	NRP2
AT4G37690	GT6
AT3G28420	
AT1G54560	XI-E
AT2G02450	NAC035
AT3G23940	DHAD
AT2G33435	
AT5G29613	
AT4G28510	PHB1
AT5G45240	
AT5G61180	
AT1G09930	OPT2
AT1G10585	BHLH167
AT1G26940	CYP23
AT3G50810	
AT5G38060	
AT1G18810	PKS3
AT3G46220	
AT5G52630	PCMP-H52
AT3G05010	
AT1G72720	
AT5G49520	WRKY48
AT2G38480	
AT5G63260	
AT2G48100	
AT3G55420	
AT5G20130	
AT3G05450	
AT4G39750	
AT3G17670	
AT5G50180	
AT3G03000	CML18
AT3G47210	
AT1G51710	UBP6
AT3G28670	
AT4G18020	APRR2
AT1G45191	BGLU1
AT2G03720	MRH6
AT1G51850	
AT1G10250	
AT2G02540	ZHD3
AT1G64180	
AT5G46630	
AT5G44520	
AT3G62890	PCMP-H82
AT2G40330	PYL6
AT3G10010	DML2
AT5G41740	
AT4G16420	ADA2B
AT4G25330	
AT1G63860	
AT1G54280	ALA6
AT2G22680	
AT1G23145	RALFL2
AT1G61563	RALFL8
AT1G19870	IQD32
AT1G70260	
AT2G36325	
AT1G03660	
AT3G42725	
AT1G55910	ZIP11
AT5G25800	
AT1G07500	SMR5
AT5G52170	HDG7
AT1G22150	SULTR1;3
AT5G22970	
AT2G25130	
AT1G03905	ABCI19
AT3G55100	ABCG17
AT5G16715	EMB2247
AT1G50990	
AT1G57700	
AT3G04184	
AT4G16230	
AT5G60190	NEDP1
AT1G13700	PGL1
AT4G23860	
AT1G09740	
AT4G13090	XTH2
AT3G15910	
AT3G51010	
AT5G48360	FH9
AT4G25510	
AT4G16545	
AT4G24930	
AT5G15843	
AT2G21237	
AT5G16240	S-ACP-DES1
AT4G35020	ARAC3
AT5G36300	
AT1G32050	SCAMP4
AT1G48800	TPS28
AT5G40680	
AT1G47980	
AT1G50410	CHR28
AT2G15300	
AT1G22630	
AT5G08730	ARI16
AT5G50800	SWEET13
AT3G53860	
AT1G13609	
AT2G39415	
AT3G19920	
AT5G16310	UCH1
AT5G62830	
AT4G13560	UNE15
AT1G09140	SR30
AT3G51400	
AT4G15417	ATRTL1
AT4G14965	MAPR4
AT4G34790	
AT2G17320	
AT4G27600	NARA5
ATMG00430	ORF106A
AT1G04455	
AT3G14990	DJ1A
AT5G14530	APRF1
AT3G15360	ATHM4
AT5G03400	
AT3G09150	HY2
AT2G32210	
AT5G20290	RPS8A
AT5G10980	HTR5
AT5G18270	ANAC087
AT4G15280	UGT71B5
AT4G01925	
AT5G60390	A1
AT1G04930	
AT4G32830	AUR1
AT1G17790	GTE5
AT5G05810	ATL43
AT5G02610	
AT2G25610	
AT5G16790	THO7A
AT2G33540	CPL3
AT3G03850	
AT2G28355	LCR5
AT2G24960	
AT1G06740	
AT3G28320	
AT5G61900	BON1
AT5G44320	
AT4G27800	PPH1
AT4G37290	
AT1G75730	
AT1G47317	
AT3G23310	
AT2G43400	ETFQO
AT1G80790	FDM5
AT3G32330	
AT1G35617	
AT2G41810	
AT3G54870	KINUC
AT1G62978	
AT1G21730	KIN7C
AT1G65980	PRXIIB
AT3G20950	CYP705A32
AT3G59870	
AT3G16430	PBP2
AT2G01940	SGR5
AT1G06330	
AT1G51745	
AT1G45215	
AT5G60220	TET4
AT5G22870	
AT2G22470	AGP2
AT2G40160	TBL30
AT5G22796	
AT5G06610	
AT5G26680	
AT1G69295	PDCB4
AT3G08700	UBC12
AT5G41510	
AT4G28130	DGK6
AT3G07970	QRT2
AT1G25055	
AT2G19330	PIRL6
AT2G18950	HPT1
AT3G62450	
AT4G27530	
AT1G70460	PERK13
AT5G55120	VTC5
AT4G16162	
AT2G38940	PHT1-4
AT2G38380	PER22
AT1G27180	
AT3G61870	
AT1G74340	
AT3G06040	
AT1G47056	VFB1
AT4G22780	ACR7
AT1G75810	
AT2G02820	MYB88
AT5G11830	
AT1G42550	PMI1
AT1G02000	GAE2
AT3G61170	
AT2G07623	
AT3G20760	NSE4B
AT5G62720	
AT5G05530	
AT4G33600	
AT5G15170	TDP1
AT5G03810	
AT1G51230	
AT5G66610	DAR7
AT5G28640	GIF1
AT2G19440	
AT3G02230	RGP1
AT5G36739	
AT5G09500	RPS15C
AT1G77150	
AT3G59570	
AT4G11880	AGL14
AT4G01230	RTNLB7
AT4G39820	
AT5G10605	
AT5G60215	
AT1G36085	
AT2G26990	CSN2
AT1G31470	NFD4
AT5G50500	
AT3G57510	ADPG1
AT1G17744	
AT2G37230	
AT3G27090	
AT5G36738	
AT4G37180	HHO5
AT2G38860	DJ1E
AT2G42010	PLDBETA1
AT3G05960	STP6
AT2G37195	
ATCG00430	NDHK
AT1G13030	COIL
AT3G28950	AIG2C
AT5G57670	
AT2G28405	LCR32
AT4G38140	ATL18
AT1G51172	
AT2G02300	PP2B5
AT1G09460	
AT1G77130	GUX3
AT2G35635	RUB2
AT2G18910	
AT1G50510	
AT4G26530	FBA5
AT2G01640	
AT5G12990	CLE40
AT3G09990	ENT2
AT1G72890	
AT4G12540	
AT5G26250	STP8
AT1G22100	
AT1G10010	AAP8
AT1G32375	
AT3G26020	
AT1G62690	
AT5G48120	MMS19
AT5G57270	
AT5G53620	
AT4G25730	
AT3G51910	HSFA7A
AT3G06890	
AT5G35160	TMN11
AT2G35155	
AT5G24950	CYP71A15
AT2G42780	
AT3G48020	
AT5G04130	GYRBM
AT1G09290	
AT5G67360	SBT1.7
AT5G16285	
AT5G14370	
AT2G40210	AGL48
AT3G58590	
AT5G20600	
AT5G18740	
AT1G57780	HIPP17
AT3G28780	
AT4G20560	
AT1G30020	
AT4G28570	FAO4B
AT3G61050	NTMC2TYPE4
AT2G36540	
AT4G20920	
ATCG00780	RPL14
AT2G15280	RTNLB10
AT2G31920	
AT2G39100	
AT5G14440	
AT4G22970	ESP
AT5G50060	
AT5G52690	
AT5G19580	
AT2G27920	SCPL51
AT1G54410	HIRD11
AT5G22720	
AT5G14380	AGP6
AT2G45695	URM1-1
AT3G43970	
ATMG00150	ORF116
AT2G33130	RALFL18
ATMG00980	RPSL2
AT1G20650	PBL21
AT3G13437	
AT4G27270	
AT5G11200	
AT1G10670	ACLA-1
AT4G23710	VHA-G2
AT5G47630	MTACP2
AT5G26820	IREG3
AT1G32370	TOM2B
AT4G22235	
AT4G33210	FBL15
AT1G25988	
AT4G35920	MCA1
AT3G59590	JAL37
AT5G62890	NAT6
AT1G51810	
AT3G49150	
AT3G08510	PLC2
AT2G19820	LBD9
AT1G73860	KIN14P
AT1G28460	AGL59
AT1G49500	
AT5G16440	IPP1
AT3G50870	GATA18
AT1G50380	
AT5G36790	PGLP1A
AT1G34910	
AT3G03350	
AT4G26555	FKBP16-1
AT4G19720	
AT1G80850	
AT5G07300	BON2
AT3G46790	CRR2
AT5G63060	
AT1G47790	
AT5G38950	
AT2G19580	TET2
AT2G22960	
AT5G14620	DRM2
AT3G12880	
AT4G30770	
AT1G24100	UGT74B1
AT2G20380	
AT1G09300	
AT1G35710	
AT5G39680	EMB2744
AT1G18630	RBG6
AT5G25550	LRX7
AT4G02740	
AT4G25980	PER43
AT5G16050	GRF5
AT2G37550	AGD7
AT4G18190	PUP6
AT3G44110	ATJ3
AT1G20730	
AT4G34980	SBT1.6
AT1G21310	EXT3
AT3G28750	
AT2G29300	
AT4G03728	
AT1G14570	PUX7
AT5G56110	MYB80
AT1G07080	
AT3G32130	
AT1G12840	VHA-C
AT1G42700	
AT5G52470	MED36B
AT2G17600	
AT5G20050	
AT2G35480	
AT2G25630	BGLU14
AT5G18450	DREB2G
AT1G20560	AAE1
AT5G19720	
AT1G23201	
AT1G09030	NFYB4
AT1G08135	CHX6B
AT1G29010	SPEAR4
AT5G55650	
AT1G33040	NACA5
AT5G53660	GRF7
AT5G11780	
AT5G44860	
AT4G34580	SFH1
AT2G35075	
AT4G16566	HINT4
AT2G43590	
AT2G21520	
AT5G47240	atnudt8
AT1G51130	NSE4A
AT2G01650	PUX2
AT1G78320	GSTU23
AT4G02070	MSH6
AT5G51760	AHG1
AT3G05540	
AT1G16870	
AT5G58170	GDPDL7
AT1G05530	UGT75B2
AT3G24700	
AT1G55205	
AT1G03870	FLA9
AT1G13520	
AT2G07646	
AT4G19130	
AT1G69540	AGL94
AT5G41860	
AT4G02170	
AT1G48930	AtGH9C1
AT2G17840	ERD7
AT1G14740	OBE3
AT2G20230	TOM2AH2
AT3G15250	
AT5G35120	
AT5G54460	
AT5G13590	
AT1G22450	COX6B-1
AT5G11810	
AT4G00370	PHT4;4
AT5G51390	
AT4G36240	GATA7
AT2G45620	URT1
AT5G37990	
AT2G20950	
AT1G63020	NRPD1
AT5G62880	ARAC10
AT3G57190	PRFB3
AT5G11090	
AT3G21370	BGLU19
AT2G02040	NPF8.3
AT2G31840	MRL7L
AT3G22690	
AT5G42370	
AT5G15490	UGD3
AT3G01610	CDC48C
AT2G06500	
AT5G25370	PLDALPHA3
AT5G02000	
AT1G60110	
AT5G47190	
AT2G25980	JAL20
AT3G57070	
AT3G04610	FLK
AT5G10280	MYB92
AT2G24310	
AT2G41150	
AT3G57710	
AT2G33820	ATMBAC1
AT1G31095	
AT3G44704	
AT1G72090	
AT4G00270	GEBP
AT2G02400	
AT4G28680	TYRDC
AT5G47460	PCMP-E103
AT2G15050	LTP7
AT2G21480	
AT1G55970	HAC04
AT1G65810	
AT4G31830	
AT5G49570	PNG1
AT3G29070	
AT1G11890	SEC22
AT4G39050	KIN7D
AT3G27100	SUS1
AT2G07280	
AT5G13400	NPF6.1
AT3G48298	
AT2G23550	ATMES6
AT3G54590	EXT2
AT4G20540	
AT3G21540	
AT5G48310	
AT5G10160	
AT2G42170	
AT5G44160	NUC
AT3G03270	
AT4G28940	
AT5G61290	
AT1G48195	
AT1G71040	LPR2
AT3G18870	
AT1G56280	ATDI19
AT5G13330	ERF113
AT3G56710	SIB1
AT2G26490	JGB
AT1G65352	
AT1G43005	
AT3G24770	CLE41
AT5G66650	
AT5G64800	CLE21
AT1G15370	
AT2G23320	WRKY15
ATMG00830	CCB382
AT2G24430	ANAC038
AT4G23450	AIRP1
AT5G58560	FOLK
AT3G15280	
AT5G14180	LIP2
AT2G38070	
AT1G14290	SBH2
AT1G65870	DIR21
AT1G18000	
AT5G65270	RABA4A
AT4G33160	
AT4G17565	
AT1G62950	
AT3G04820	
AT1G32870	ANAC13
AT3G15830	
AT4G02880	
AT1G12845	
AT2G38300	
AT1G65120	
AT3G56310	AGAL3
AT1G73020	
AT5G55790	
AT1G03060	SPI
AT5G57685	GDU3
AT5G04885	
AT2G32620	CSLB2
AT1G68862	
AT3G10180	KIN7O
AT4G15610	
AT5G64410	OPT4
AT1G10470	ARR4
AT3G50400	
AT2G41000	
AT1G23670	
AT2G29190	APUM2
AT5G24550	BGLU32
AT1G03560	
AT5G55125	
AT1G63070	
AT2G03330	
AT1G67760	
AT1G68150	WRKY9
AT1G35440	CYCT1-1
AT5G36260	
AT1G53542	
AT5G45380	DUR3
AT2G47245	
AT4G27440	PORB
AT3G57230	AGL16
AT1G79730	VIP2
AT4G06744	
AT4G16860	RPP4
AT5G14910	
AT1G75080	BZR1
AT1G49800	CEP16
AT3G10970	
AT5G65510	AIL7
AT5G60110	APUM18
AT1G12160	
AT4G22710	CYP706A2
AT4G26230	RPL31B
AT5G20240	PI
AT5G53380	
AT2G02100	PDF2.2
AT1G59470	
AT1G56450	PBG1
AT4G23100	GSH1
AT4G27360	
AT3G21150	BBX32
AT3G17170	RFC3
AT2G45010	
AT5G10700	
AT1G63570	
AT3G05590	RPL18B
AT5G64150	
AT1G54380	
AT1G64520	RPN12A
AT3G07690	
AT2G20562	
AT1G10340	
AT4G35750	
AT1G10830	Z-ISO
AT3G48340	CEP2
AT5G22799	
AT2G34280	
AT2G26180	IQD6
AT1G60070	
AT1G06120	
AT3G23330	PCMP-H32
AT2G22910	NAGS1
AT2G35900	
AT1G09650	
AT4G25080	CHLM
AT3G49060	PUB32
AT1G75620	
AT5G10930	CIPK5
AT5G11190	SHN2
ATCG00150	ATPI
AT3G52020	SCPL39
AT5G26580	AGL34
AT5G01017	
AT5G38510	RBL9
AT4G07950	
AT1G13420	SOT8
AT5G49140	
AT1G49940	
AT4G34138	UGT73B1
AT5G67170	
AT2G41610	
AT1G23360	MENG
AT1G08640	CJD1
AT2G37590	DOF2.4
AT4G30840	NUP43
AT2G32810	BGAL9
AT1G27900	
AT2G02560	CAND1
AT4G33290	
AT2G13450	
AT5G43370	PHT1-2
AT5G19485	
AT4G03113	
AT3G20150	KIN12F
AT5G63063	
AT3G45640	MPK3
AT4G00500	
AT3G27920	GL1
AT3G18020	
AT4G14560	IAA1
AT4G32570	TIFY8
AT5G63220	
AT1G53800	
AT5G23490	
AT1G62540	FMO GS-OX2
AT1G54040	ESP
AT3G29796	
AT5G35580	
AT3G49551	
AT5G24110	WRKY30
AT1G78172	
AT1G69600	ZHD11
AT1G20735	
AT3G31950	
AT1G22690	GASA9
AT3G45140	LOX2
AT5G05870	UGT76C1
AT3G50550	
AT4G35810	P4H8
AT1G61850	
AT1G78955	CAMS1
AT2G18220	
AT4G00910	
AT1G09060	
AT1G67150	
AT4G00780	
AT1G09812	
AT5G18710	
AT5G16510	RGP5
AT5G48600	ATSMC3
AT4G11530	CRK34
AT5G44700	GSO2
ATCG00050	RPS16
AT2G44700	
AT1G74090	SOT18
AT1G51823	
AT1G76560	CP12-3
AT4G16930	
AT4G38270	GAUT3
AT2G32980	AUG2
AT2G37290	
AT1G55290	F6'H2
AT5G22780	ALPHAC-AD
AT5G16490	RIC4
AT2G32235	
AT2G05430	
AT5G19520	MSL9
AT2G24560	
AT1G11350	SD113
AT5G02990	
AT5G36340	
AT5G27550	KIN14S
AT5G45640	
AT5G11975	
AT1G64990	GTG1
AT5G61730	ABCA9
AT1G27050	ATHB54
AT5G62910	
AT1G25425	CLE43
AT3G49410	
AT3G24330	
AT2G21870	MGP1
AT1G52490	
AT5G10940	
AT4G09950	IAN13
AT4G30540	GGP2
AT5G64070	PI4KB1
AT1G61890	DTX37
AT3G17500	
AT1G33170	
AT4G22130	SRF8
AT5G03880	
AT4G12110	SMO1-1
AT4G00520	
AT4G08570	HIPP24
AT1G59510	CF9
AT1G09130	
AT5G11850	
AT3G04030	MYR2
AT5G38410	
AT2G18660	EGC2
AT2G31305	INH3
AT3G12860	
AT5G54630	
AT2G01860	EMB975
AT1G26730	PHO1-H7
AT4G02310	
AT2G38420	
AT1G59860	HSP17.6A
AT1G15730	
AT1G63670	
AT4G20150	
AT4G26050	PIRL8
AT2G12940	UNE4
AT1G14360	UTR3
AT5G55450	
AT5G54890	
AT3G18500	
AT2G36070	TIM44-2
AT1G19080	TTN10
AT1G32760	
AT2G01260	
AT4G39660	AGT2
AT1G22110	
AT1G54470	RPP27
AT5G22290	NAC089
AT3G09600	RVE8
AT4G00450	MED12
AT1G74970	RPS9
AT4G15960	
AT1G74050	RPL6C
AT1G72770	HAB1
AT3G48950	
AT2G13150	
AT2G14960	GH3.1
AT5G64320	
AT5G21040	FBX2
AT5G17620	AUG7
AT3G06350	EMB3004
AT1G20520	
AT5G38210	
AT2G22090	UBA1A
AT3G13430	
AT5G17290	ATG5
AT5G19060	
AT1G43090	
AT1G66580	RPL10C
AT4G10870	
AT3G06990	
AT2G23390	
AT5G67330	NRAMP4
AT2G32645	
AT1G75330	OTC
AT2G07200	
AT1G61110	NAC025
AT1G77310	
AT2G27140	
AT5G23310	FSD3
AT3G52525	OFP6
AT3G16090	HRD1A
AT4G08263	
AT5G64687	
AT5G44420	PDF1.2A
AT4G03160	
AT1G63150	
AT2G41451	
AT1G32575	
AT3G47430	PEX11B
AT4G32940	GAMMA-VPE
AT1G33945	
AT4G15340	PEN1
AT3G55150	ATEXO70H1
AT1G22930	
AT3G54550	
AT3G44635	
AT1G54840	IDM2
AT5G20540	BRXL4
AT5G16890	
AT3G57420	STL2
AT3G29320	PHS1
AT3G04810	NEK2
AT3G60140	BGLU30
AT4G28140	ERF054
AT2G44270	NCS6
AT1G43790	TED6
AT3G27470	
AT3G48110	EDD1
AT2G38540	LTP1
AT3G22057	
AT3G20860	NEK6
AT1G26761	
AT1G06650	
AT5G42380	CML37
AT2G07625	
AT4G33945	
AT1G21890	
AT2G32130	
AT3G56810	
AT5G50970	
AT4G33985	
AT3G62650	
AT3G44310	NIT1
AT1G23340	
AT2G41900	
AT1G30920	
AT4G24330	
AT5G54770	THI1
AT4G19350	EMB3006
AT2G07795	
AT5G14110	
AT1G61610	
AT5G15560	
AT5G15700	
AT5G39170	
AT2G33585	
AT2G07662	
AT2G06255	EFL3
AT2G23810	TET8
AT2G43550	ATTI6
AT3G13520	AGP12
AT2G47240	LACS1
AT1G31840	
AT5G41410	BEL1
AT1G74930	ERF018
AT4G37860	
AT4G01900	GLB1
AT3G52390	
ATMG00640	ORF25
AT1G28170	SOT7
AT2G07825	
AT2G23890	
AT1G01750	ADF11
AT1G02470	
AT4G11740	PUX8
AT1G03960	B''EPSILON
AT2G43740	JAL25
AT4G02720	
AT3G21950	
AT5G54990	
AT3G08490	
AT3G48150	APC8
AT4G36105	
AT3G25080	
AT3G56530	anac064
AT1G27890	CAF1-4
AT3G44330	
AT1G59030	
AT5G45910	
AT4G04460	APA3
AT1G05300	ZIP5
AT5G17350	
AT2G35490	PAP3
AT1G74450	
AT2G34220	MEE20
AT5G06470	
AT2G33230	YUC7
AT5G14790	
AT5G52770	
AT3G17270	
AT5G07580	ERF106
AT3G59050	PAO3
AT2G02160	
AT2G16592	
AT3G03870	
AT5G49030	OVA2
AT4G13266	
AT1G51980	
AT1G64070	RLM1A
AT2G21410	VHA-A2
AT5G52050	DTX50
AT2G22121	LCR35
AT1G21928	
AT3G13662	DIR8
AT1G33060	NAC014
AT5G63300	
AT4G13970	
AT2G38780	
AT4G27435	
AT1G21140	
AT1G80440	
AT1G10700	PRS3
AT3G27495	
AT2G30210	LAC3
AT5G35870	
AT4G08640	
AT1G28320	DEG15
AT3G44435	
AT4G20080	
AT2G41342	
AT5G61370	
AT3G62080	
AT1G73430	
AT4G20420	
AT4G13840	CER26
AT4G30067	LCR63
AT3G16900	
AT3G52560	UEV1D-4
AT4G27030	FAD4
AT3G21790	UGT71B7
AT1G17050	SPS2
AT3G21570	
AT5G56890	
AT3G25020	AtRLP42
AT5G38720	
AT5G42100	ATBG_PPAP
AT4G03220	
AT1G32140	
AT4G25560	LAF1
AT3G11910	UBP13
AT2G40020	
AT5G51090	
AT2G36180	CML31
AT5G27000	KIN14G
AT4G31420	
AT3G09880	B'BETA
AT2G03360	
AT1G04445	
AT3G46550	FLA4
AT3G25760	AOC1
AT4G14440	ECI3
AT2G44090	
AT5G02750	SGR9
AT5G47680	TRM10
AT1G52890	NAC019
AT3G57870	SCE1
AT4G14104	
AT2G06420	
AT3G07590	
AT1G50060	
AT1G15830	
AT3G18360	VQ20
AT4G34380	
AT2G39290	PGPS1
AT5G49015	
AT2G02590	
AT3G59790	MPK10
AT1G78010	
AT1G67990	TSM1
AT3G01200	RP2
AT1G05160	KAO1
AT1G11670	DTX36
AT5G59950	
AT2G17240	
ATMG00516	NAD1C
AT1G07230	NPC1
AT5G02200	FHL
AT3G24630	
AT1G61720	BAN
AT5G23430	
AT5G44010	
AT5G59616	
AT1G67190	
AT1G50170	SIRB
AT2G04080	DTX2
AT3G23440	EDA6
AT5G57535	
AT1G54200	
AT3G48850	MPT2
AT3G01920	
AT4G03420	
AT5G16560	KAN1
AT3G58500	PP2A4
AT4G28703	
AT3G51060	SRS1
AT3G57090	FIS1A
AT1G27140	GSTU14
AT1G51200	SAP2
AT5G07770	
AT2G21400	SRS3
AT4G00350	DTX34
AT2G41330	
ATMG00120	ORF143
AT5G14990	
AT3G25150	
AT5G23770	DUF8
AT4G10510	SBT3.7
AT3G51560	
AT4G08990	MET2
AT2G41890	SD31
AT4G25600	P4H12
AT5G26980	SYP41
AT1G60980	GA20OX4
AT5G19855	RBCX2
AT4G12410	
AT4G01950	ATGPAT3
AT3G30247	
AT1G12820	AFB3
AT5G60553	
AT1G48470	GLN1-5
AT5G63180	
AT3G60280	UCC3
AT1G71380	CEL3
AT5G35927	
AT5G22610	
AT2G21560	
AT5G08780	
AT4G36925	
AT5G36658	
AT3G12950	
AT2G25169	
AT5G19630	
AT1G48580	
AT1G58430	RXF26
AT1G60630	
AT5G04800	RPS17D
AT5G61990	
AT1G69630	FBL13
AT1G61140	EDA16
AT4G15040	
AT1G13170	ORP1D
AT4G23365	
AT2G22720	
AT5G55670	
AT1G69060	
AT1G54640	
AT5G24860	FPF1
AT4G23080	
AT2G22070	PCMP-H41
AT1G30470	
AT5G21326	CIPK26
AT2G35380	PER20
AT5G56555	
AT1G76070	
AT2G04380	
AT5G42350	
AT3G61030	
AT5G43460	
AT1G48010	
AT3G01780	TPLATE
AT2G20873	
AT4G10390	
AT5G20220	
AT2G37310	PCMP-E49
AT3G02870	VTC4
AT5G57900	SKIP1
AT2G41980	SINAT1
AT5G61500	ATG3
AT1G64430	
AT5G03460	
AT4G34500	
AT3G12560	TRP3
AT5G08010	
AT3G04450	PHL13
AT4G35490	MRPL11
AT4G26910	
AT1G47700	
AT5G36140	CYP716A2
AT1G49030	PCR6
AT1G35353	
AT1G32130	IWS1
AT4G31000	CBP60F
AT5G66050	
AT5G66280	GMD1
AT3G21590	
AT5G66870	LBD36
AT5G43430	ETFBETA
AT3G50100	SDN1
AT5G23880	CPSF100
AT4G11360	RHA1B
AT1G55360	
AT3G52075	
AT3G13240	
AT5G64420	
ATCG00770	RPS8
AT1G19130	
